fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,dia_semana,año,mes,es_fin_semana,dia_del_mes,es_festivo,es_Black_Friday,es_Cyber_Monday,trimestre,semana_del_año,es_laborable,es_inicio_mes,es_fin_mes,unidades_vendidas_lag1,unidades_vendidas_lag2,unidades_vendidas_lag3,unidades_vendidas_lag4,unidades_vendidas_lag5,unidades_vendidas_lag6,unidades_vendidas_lag7,unidades_vendidas_ma7,descuento_pct,precio_competencia,ratio_precio,nombre_h=Adidas Own The Run Jacket,nombre_h=Adidas Ultraboost 23,nombre_h=Asics Gel Nimbus 25,nombre_h=Bowflex SelectTech 552,nombre_h=Columbia Silver Ridge,nombre_h=Decathlon Bandas Elásticas Set,nombre_h=Domyos BM900,nombre_h=Domyos Kit Mancuernas 20kg,nombre_h=Gaiam Premium Yoga Block,nombre_h=Liforme Yoga Pad,nombre_h=Lotuscrafts Yoga Bolster,nombre_h=Manduka PRO Yoga Mat,nombre_h=Merrell Moab 2 GTX,nombre_h=New Balance Fresh Foam X 1080v12,nombre_h=Nike Air Zoom Pegasus 40,nombre_h=Nike Dri-FIT Miler,nombre_h=Puma Velocity Nitro 2,nombre_h=Quechua MH500,nombre_h=Reebok Floatride Energy 5,nombre_h=Reebok Professional Deck,nombre_h=Salomon Speedcross 5 GTX,nombre_h=Sveltus Kettlebell 12kg,nombre_h=The North Face Borealis,nombre_h=Trek Marlin 7,categoria_h=Fitness,categoria_h=Outdoor,categoria_h=Running,categoria_h=Wellness,subcategoria_h=Banco Gimnasio,subcategoria_h=Bandas Elásticas,subcategoria_h=Bicicleta Montaña,subcategoria_h=Bloque Yoga,subcategoria_h=Cojín Yoga,subcategoria_h=Esterilla Fitness,subcategoria_h=Esterilla Yoga,subcategoria_h=Mancuernas Ajustables,subcategoria_h=Mochila Trekking,subcategoria_h=Pesa Rusa,subcategoria_h=Pesas Casa,subcategoria_h=Rodillera Yoga,subcategoria_h=Ropa Montaña,subcategoria_h=Ropa Running,subcategoria_h=Zapatillas Running,subcategoria_h=Zapatillas Trail
2021-10-25,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.6,133.2,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,2.0,2.0,2.0,2.0,10.0,6.0,1.7142857142857142,-0.02461538461538453,64.34666666666666,1.0350186489846664,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-25,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,392.31,784.62,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,2.0,2.0,2.0,2.0,2.0,10.0,1.8571428571428572,0.019224999999999996,350.8500000000001,1.1181701581872592,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2021-10-25,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,174.92,349.84,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.142857142857143,0.0004571428571429286,160.15666666666664,1.0921805731887528,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,44.32,132.96,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.2857142857142856,0.015111111111111105,44.56333333333333,0.9945396065524722,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.05,165.15,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,-0.0009090909090908574,53.24666666666667,1.0338675347439588,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2021-10-25,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.79,49.58,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,3.0,3.0,2.0,2.0,2.0,2.0,2.0,1.8571428571428572,0.008400000000000034,24.096666666666664,1.0287729976483608,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.74,79.48,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.142857142857143,0.00649999999999995,39.46,1.0070957932083122,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2021-10-25,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.22,462.66,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.2857142857142856,-0.028133333333333326,135.67333333333332,1.1367008992187118,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-25,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,821.29,1642.58,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.2857142857142856,0.010493975903614502,735.07,1.1172949515012174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,96.56,96.56,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.142857142857143,-0.01642105263157897,92.63666666666667,1.0423518405239105,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2021-10-25,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,68.21,136.42,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,1.0,2.0,3.0,2.0,2.0,3.0,3.0,2.142857142857143,0.02557142857142866,66.50333333333333,1.0256628740414013,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-25,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,1,107.82,107.82,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.142857142857143,0.01981818181818188,106.68666666666667,1.010623008185965,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2021-10-25,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,81.58,163.16,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.142857142857143,-0.01974999999999998,75.93666666666667,1.074316316228436,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2021-10-25,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.46,647.3,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,0.004153846153846092,117.47666666666667,1.1020060721277984,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.25,20.25,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,5.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,-0.0125,18.883333333333333,1.0723742277140336,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2021-10-25,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.3,34.3,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,1.0,5.0,2.0,1.0,2.0,1.0,2.0,3.142857142857143,0.02000000000000008,33.96,1.0100117785630152,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2021-10-25,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.92,49.92,Monday,2021,10,False,25,False,False,False,4,43,True,False,False,1.0,1.0,5.0,2.0,1.0,2.0,1.0,3.2857142857142856,0.0015999999999999658,47.196666666666665,1.0577018150999364,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2021-10-26,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,117.37,938.96,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,1.0,1.0,1.0,5.0,2.0,1.0,2.0,3.4285714285714284,-0.020608695652173954,96.59666666666665,1.215052279236689,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,10,137.98,1379.8,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,8.0,1.0,1.0,1.0,5.0,2.0,1.0,3.4285714285714284,-0.022074074074074,113.00333333333333,1.221025928438689,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,83.5,167.0,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,10.0,8.0,1.0,1.0,1.0,5.0,2.0,3.4285714285714284,0.01764705882352941,84.16666666666667,0.9920792079207921,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.01,146.02,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,2.0,10.0,8.0,1.0,1.0,1.0,5.0,3.2857142857142856,0.026533333333333266,72.60000000000001,1.0056473829201102,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2021-10-26,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.07,70.14,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,2.0,2.0,10.0,8.0,1.0,1.0,1.0,3.2857142857142856,-0.0020000000000000083,34.04666666666667,1.0300567848051694,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2021-10-26,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,66.69,133.38,Tuesday,2021,10,False,26,False,False,False,4,43,True,False,False,2.0,2.0,2.0,10.0,8.0,1.0,1.0,2.0,-0.025999999999999964,63.56,1.0492448080553807,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
